Sun Jun 21 19:09:10 +0000 2015	@Bevskater @trutherbot Major diseases and epidemics such as the Ebola outbreak.	
Sun Jun 21 19:09:15 +0000 2015	Syndrome post-Ebola : une étude sur le mal qui ronge les survivants http://t.co/MbU25UEEJW	
Sun Jun 21 19:09:16 +0000 2015	North Korea Has Found The Cure For AIDS, Ebola, Cancer, And Bird Flu http://t.co/F95FlOLhHd	
Sun Jun 21 19:09:20 +0000 2015	@majoiseas tenes ebola	
Sun Jun 21 19:09:37 +0000 2015	RT @DennerAyres: Nova maneira de suicídio chips sabor ebola http://t.co/nVjon8CYyh	
Sun Jun 21 19:09:41 +0000 2015	@flowerbrookie jak mam spedzic ten dzien caly w domu, a z moim ebola team, to dla ebola team sie poswiece hahahahha	
Sun Jun 21 19:09:41 +0000 2015	RT @thabestvines: SES PARENTS FONT CROIRE À LEUR FILS QU'IL A EBOLA 😂😂😂 https://t.co/bz9hN6VyEY	
Sun Jun 21 19:09:46 +0000 2015	@stylehar in un paese/citta ebola	
Sun Jun 21 19:09:51 +0000 2015	North Korea Claims Not To Only Have A Cure For AIDS, But Also CANCER &amp; EBOLA - http://t.co/OAZrhcIojj http://t.co/nYZZw1XsMw	
Sun Jun 21 19:09:52 +0000 2015	RT @CP24: With new Ebola infections down, vaccine trials fight odds of successhttp://t.co/Ns6A9nl8h1 http://t.co/lrRNVVXZnM	
Sun Jun 21 19:09:53 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of successMedicine Hat NewsThat means while the... http://t.co/FV9eNIXrtC	
Sun Jun 21 19:10:06 +0000 2015	Genome Studies Show How Ebola Spread Initially  http://t.co/nJokCdZkoO including my colleague @trvrb @fredhutch	
Sun Jun 21 19:10:09 +0000 2015	RT @micromunidad: La segunda parte del capítulo sobre el ebola. Que sirva de aperitivo antes del #microMOOC de esta noche @microBIOblog htt…	
Sun Jun 21 19:10:12 +0000 2015	@magui94mg he muerto de ebola	
Sun Jun 21 19:10:13 +0000 2015	North Korea Claims Not To Only Have A Cure For AIDS, But Also CANCER &amp; EBOLA http://t.co/OAZrhcIojj http://t.co/ndZnB7b9f2	
Sun Jun 21 19:10:15 +0000 2015	North Korea Claims Not To Only Have A Cure For AIDS, But Also CANCER &amp; EBOLA http://t.co/1q1RFuEgjT http://t.co/dLBV8XaZT3	
Sun Jun 21 19:10:42 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success - CTV News http://t.co/91bd9c5F75	
Sun Jun 21 19:10:47 +0000 2015	@Ebonyrpgye cc ebola	
Sun Jun 21 19:10:50 +0000 2015	@DonovanGwinn @trutherbot LOL ebola lasted like what, a week? Then everyone stopped talking about it like it never existed	
Sun Jun 21 19:11:13 +0000 2015	RT @CapitalFM_kenya: Kenyan nurses from #Ebola mission to be rewarded https://t.co/dwNSXypicy http://t.co/M6Zfcdz887	
Sun Jun 21 19:11:34 +0000 2015	#Tech Gene mutation in Ebola outbreak provides epidemiological insight http://t.co/9td1P24ddW	
Sun Jun 21 19:11:34 +0000 2015	RT @UKenyatta: I hosted Health workers who are back from the Ebola front-line for breakfast this morning at State House, Nairobi. http://t.…	
Sun Jun 21 19:11:40 +0000 2015	SES PARENTS FONT CROIRE `A LEUR FILS QUIL A EBOLA  https://t.co/gF8KyJQ5cY	
Sun Jun 21 19:11:41 +0000 2015	Ban Ki-moon (UN Secretary-General) on Ebola - https://t.co/cI6onUoVvA　Japanese emperor internet automatically delete system south korean	
Sun Jun 21 19:11:46 +0000 2015	RT @niftytech_news: #Tech Gene mutation in Ebola outbreak provides epidemiological insight http://t.co/9td1P24ddW	
Sun Jun 21 19:11:51 +0000 2015	#KimJongUn's  #AIDS #Ebola #MERS Elixir is fake . His Excellency Dr. Professor Sheikh Alhaji Yahya Jammeh's is the only true Panacea.	
Sun Jun 21 19:12:16 +0000 2015	Kim Jong-Un Reportedly Has A Miracle Drug That Can Cure Ebola, AIDS, And ... - UPROXX http://t.co/yuftsGegd0	
Sun Jun 21 19:12:35 +0000 2015	DJ DNA Jah - Ebola Riddem {2K14} (UIM Records) @DeejayDNAJah &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; ► ► &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Play https://t.co/jQnL5q184M	
Sun Jun 21 19:12:50 +0000 2015	RT @HuffingtonPost: North Korea claims it has found cure for MERS, Ebola, SARS and AIDS http://t.co/lpForXcyqP http://t.co/Pf3nG9OdOv	
Sun Jun 21 19:12:50 +0000 2015	#Team fight #Ebola http://t.co/cYNtitf32w 👊🔬🙌http://t.co/cYNtitf32w #BREAKING #news http://t.co/QoYR0YckCv	
Sun Jun 21 19:13:08 +0000 2015	che gli venisse l' ebola https://t.co/nJoAMnNGVh	
Sun Jun 21 19:13:09 +0000 2015	whatever happened to Ebola ?? that made millions of dollars	
Sun Jun 21 19:13:24 +0000 2015	#KenyaMedicalNews With low numbers of new cases, Ebola vaccine trials fight odds of success - CTV N... http://t.co/3t4ycaMQ6b #AfyaKenya	
Sun Jun 21 19:13:37 +0000 2015	Ebola medical volunteers from Kenya awarded ... - http://t.co/Yi9HjhTuTd | Swiss Cloud Server http://t.co/i0knbaoTb5 http://t.co/9GW1XgzmJJ	
Sun Jun 21 19:13:40 +0000 2015	Ebola is a million dollar industry	
Sun Jun 21 19:13:43 +0000 2015	Obstacles to Ending Ebola Remain in West Africa.. Related Articles: http://t.co/Hzc3C4II7L	
Sun Jun 21 19:13:52 +0000 2015	RT @coachgoran: SARS, MERS, Ebola, Svinjski grip i svi ostali produkti za proređivanje populacije na planeti Zemlji.	
Sun Jun 21 19:13:53 +0000 2015	RT @ebola_news_now: Kim Jong-Un Reportedly Has A Miracle Drug That Can Cure Ebola, AIDS, And ... - UPROXX http://t.co/yuftsGegd0	
Sun Jun 21 19:13:57 +0000 2015	RT @dopiana: #GreeceOnArianasTour#GreeceDeservesTheHoneymoonTour#ArianaComeToGreeceGUYS SPREAD IT AROUND FASTER THAN EBOLA AND HELP USS…	
Sun Jun 21 19:14:00 +0000 2015	RT @NEJM: Correspondence: Shedding of #Ebola Virus in an Asymptomatic Pregnant Woman. http://t.co/DWswMQrzUz	
Sun Jun 21 19:14:26 +0000 2015	Ebolavirus is a highly lethal virus&amp;those who survive are fortunate,their health problems are not over.  https://t.co/JfcjSGVhn7	
Sun Jun 21 19:14:55 +0000 2015	North Korea Claims Not To Only Have A Cure For AIDS, But Also CANCER &amp; EBOLA http://t.co/KJm81Avi8H via @agbosblog	
Sun Jun 21 19:14:56 +0000 2015	North Korea Claims Not To Only Have A Cure For AIDS, But Also CANCER &amp; EBOLA http://t.co/2LSz5eHd5q	
Sun Jun 21 19:15:00 +0000 2015	@Johnny_Arvin nah these two need to be wiped out before Ebola	
Sun Jun 21 19:15:15 +0000 2015	#With low numbers of new cases, Ebola vaccine trials fight odds of success - CTV News http://t.co/P8f8js9Nw9	
Sun Jun 21 19:15:18 +0000 2015	Medics Who Went To Help Fight Ebola Outbreak In W.Africa Return http://t.co/kCEbBnTqfm	
Sun Jun 21 19:15:20 +0000 2015	Genome Studies Show How Ebola Spread Initially http://t.co/lf1LJPnfIS	
Sun Jun 21 19:15:28 +0000 2015	Focus on our demands, UNZALARU: “Ebola is easily carried from one country to another and we are still vigilant... http://t.co/HiOzewNjWW	
Sun Jun 21 19:15:29 +0000 2015	I'm kind of a badass. I beat SARS, MRSA, H1n1, Ebola, swine flu &amp; bird flu. Who knew #FireBall &amp; #BfloWings were the cure #RidiculousRedneck	
Sun Jun 21 19:15:35 +0000 2015	I've contributed  (y:d:h:m:s) 0:175:17:28:32  to cutting edge research @WCGrid  please join me at: http://t.co/ddYOkuhuxf #Ebola #cancer	
Sun Jun 21 19:15:37 +0000 2015	There are people in Sierra Leone, Africa that think Ebola is a hoax created by doctors to steal blood from patients.	
Sun Jun 21 19:15:58 +0000 2015	After Ebola, World Still Unprepared for Global Pandemic, Says Charity Group - NDTV http://t.co/AFcFDCFXWZ http://t.co/70SrpZtmDJ	
Sun Jun 21 19:16:25 +0000 2015	EG Flu Tracking News With low numbers of new cases, Ebola vaccine trials fight odds of success - CTV News http://t.co/vgyrlvTqEB	
Sun Jun 21 19:16:35 +0000 2015	Focus on our demands, UNZALARU: “Ebola is easily carried from one country to another and we are... http://t.co/nJE6U68ipJ #EbolaOutbreak	
Sun Jun 21 19:16:35 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success: TORONTO -- New Ebola... http://t.co/oQrIWQ2O6j #EbolaOutbreak	
Sun Jun 21 19:16:46 +0000 2015	Falcao sos más malo que el ebola hermano	
Sun Jun 21 19:16:50 +0000 2015	RT @UNICEF_france: "Nous sommes heureux d'être à la maison." Deux enfants réunis avec leur famille après avoir survécu à #Ebola. http://t.c…	
Sun Jun 21 19:16:51 +0000 2015	Wauguzi 155 waliokwenda kutibu ebola warejea http://t.co/u97boXkkMU	
Sun Jun 21 19:17:06 +0000 2015	1 april!! "@infooverkanker: Noord-Korea vindt medicijn uit tegen kanker, aids, ebola en MERS: http://t.co/5O8wNQ8nuw http://t.co/f3bPRwmp8K"	
Sun Jun 21 19:17:13 +0000 2015	Focus on our demands, UNZALARU: “Ebola is easily carried from one country to another and we are still vigilant... http://t.co/SCmCWbcxOi	
Sun Jun 21 19:17:20 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 19:17:33 +0000 2015	A new indiegogo project: Sun Jun 21 '15 Announcement from EBOLA http://t.co/tpJt9LhKCc #crowdfunding	
Sun Jun 21 19:17:35 +0000 2015	Ebola vaccine trials struggle for answers http://t.co/EpsCII1gtv TORONTO – New Ebola infections in Guinea and Sierra Leone are down to a …	
Sun Jun 21 19:17:37 +0000 2015	@fefefe44com lejos tuyo, negro con ebola 😷😷😷	
Sun Jun 21 19:18:17 +0000 2015	North Korea claims it can cure MERS, Ebola (and a whole bunch of other things) http://t.co/8wjPMALiO7	
Sun Jun 21 19:18:18 +0000 2015	RT @citizentvkenya: #SundayLive Relief as 155 volunteers return home safely after battling Ebola in Sierra Leone and Liberia http://t.co/Ry…	
Sun Jun 21 19:18:22 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success http://t.co/u8935HBobX	
Sun Jun 21 19:18:30 +0000 2015	RT @GRADIDUR_: Le Lacoste je crois il a ebola 😂😂😂😂😂 http://t.co/5h3i4U2NDc	
Sun Jun 21 19:18:36 +0000 2015	@holbornstrikes @melindiscott @LeCreusetFiend Ebola?	
Sun Jun 21 19:18:48 +0000 2015	RT @dopiana: #GreeceOnArianasTour#GreeceDeservesTheHoneymoonTour#ArianaComeToGreeceGUYS SPREAD IT AROUND FASTER THAN EBOLA AND HELP USS…	
Sun Jun 21 19:19:03 +0000 2015	Kim Jong Un vende a sus súbditos una inyección "que cura el sida, el ébola y el MERS" via elconfidencial http://t.co/w9dRExqM3l #noticias	
Sun Jun 21 19:19:20 +0000 2015	EBOLA-CHAN ANIME on Progress! 【Over 1000 subscribers appreciation】@moestuinmilo ... http://t.co/KHMiegdFW8	
Sun Jun 21 19:19:34 +0000 2015	Ο Κιμ Γιονγκ Ουν λέει ότι βρήκε σούπερ φάρμακο που θεραπεύει Aids, Ebola, Sars και Mers http://t.co/NWNcHSXhYU http://t.co/LtE0vQifmq	
Sun Jun 21 19:19:45 +0000 2015	RT @citizentvkenya: Wahudumu wa afya 155 waliokwenda kutibu Ebola warejea nchini huku Rais awaahidi kazi #NipasheWikendi http://t.co/sgElq1…	
Sun Jun 21 19:19:52 +0000 2015	RT @CP24: With new Ebola infections down, vaccine trials fight odds of successhttp://t.co/Ns6A9nl8h1 http://t.co/lrRNVVXZnM	
Sun Jun 21 19:19:52 +0000 2015	North Korea Claim to Have Cured AIDS, MERS, Ebola and SARS http://t.co/vkt934OuwT	
Sun Jun 21 19:20:05 +0000 2015	Gene mutation in Ebola outbreak provides epidemiological insight http://t.co/a9hyniAoYA	
Sun Jun 21 19:20:26 +0000 2015	Limited effects of #ebola mutations on diagnostic assays. Good news, no surprise! (some might disagree w. latter). http://t.co/baNXiNdx24	
Sun Jun 21 19:20:49 +0000 2015	can someone tell me what exactly  were these volunteers doing in Liberia ...... ama  ni  PR  tena.  Ebola ilimalizwa  na Wazungu	
Sun Jun 21 19:20:50 +0000 2015	Ebola America. Video from Wild Bill For America. http://t.co/DN6qOmSUe9 RT #USA #Conservatives #TeaParty #TeaTeams	
Sun Jun 21 19:20:56 +0000 2015	RT @CuteKidVines: When you lie to your kid and tell them they have Ebola 😂 https://t.co/DasLqkpATM	
Sun Jun 21 19:20:56 +0000 2015	RT @YaBoiHeisenberg: WHEN GUS GOT EBOLA http://t.co/hcdwuVKpvo	
Sun Jun 21 19:20:58 +0000 2015	RT @EbolaOutbreakUS: #CharlestonShooting #ebola #Virginia #CatlynJenner #catchphrase #FallonTonight #DonaldTrumpforPresident #cats  https:/…	
Sun Jun 21 19:21:07 +0000 2015	RT @IBJIYONGI: @dancohen3000 @RaniaKhalek a Zionist called my mom an Ebola carrier at a Block the Vote event in LA on Saturday.	
Sun Jun 21 19:21:23 +0000 2015	#Team fight #Ebola http://t.co/SvHlnzaYwq 👊🔬🙌http://t.co/SvHlnzaYwq #BREAKING #news http://t.co/H7YhDesHFM	
Sun Jun 21 19:21:48 +0000 2015	RT @davidadams10: First-ever baby born at the @GOAL_Global Ebola Treatment Centre in Port Loko has been named, Michelle Martha #Ebola http:…	
Sun Jun 21 19:21:57 +0000 2015	RT @HealthEvidence: http://t.co/jmuVT3LvQ2 has ASK THE EXPERTS to submit Qs RE #Ebola prevention, management &amp; control @NCCMT @PHAC_CD	
Sun Jun 21 19:22:15 +0000 2015	RT @GordonComedian: Living in Nigeria is so tough man, even ebola couldn't survive.	
Sun Jun 21 19:22:20 +0000 2015	@GraceMellody its worse than ebola	
Sun Jun 21 19:22:23 +0000 2015	AT: Gene mutation in Ebola outbreak provides epidemiological insight http://t.co/MBnsThuTg1	
Sun Jun 21 19:22:27 +0000 2015	! Ebola crisis: Sierra Leone case number surpasses Liberia on http://t.co/fxICDbqRtT	
Sun Jun 21 19:22:41 +0000 2015	@Benji_Mascolo non ho l'ebola, giuro	
Sun Jun 21 19:22:42 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success - CTV News http://t.co/hD8JJ1d1oA	
Sun Jun 21 19:22:43 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success - CTV News - http://t.co/HKH5u5PAhU	
Sun Jun 21 19:22:47 +0000 2015	Top 5 cities that will be affected by the Ebola virus by ... http://t.co/UFSRk2UNl0 http://t.co/znWu7lM40h	
Sun Jun 21 19:22:59 +0000 2015	@soumaaaan occupe toi d'ebola toi	
Sun Jun 21 19:23:02 +0000 2015	RT @EbolaOutbreakUS: #CharlestonShooting #ebola #Virginia #CatlynJenner #catchphrase #FallonTonight #DonaldTrumpforPresident #cats  https:/…	
Sun Jun 21 19:23:22 +0000 2015	RT @BertieALXNDR: Kim Jong-un, the North Korean dictator whose dad didn't take shits because he had magic powers, has found a cure for AIDS…	
Sun Jun 21 19:23:33 +0000 2015	EBOLA VOLTOU http://t.co/wrDBE3OWxa	
Sun Jun 21 19:23:38 +0000 2015	! Ebola vaccine trial ′interrupted′ due to joint pains on http://t.co/VL9DfhFXxx	
Sun Jun 21 19:23:42 +0000 2015	RT @MarcTennant: Ebola epidemic spread - lesions to be had: http://t.co/al7pxMcWBk In short GET IN FAST.  We were late.	
Sun Jun 21 19:23:50 +0000 2015	@brazzlefvck get ebola	
Sun Jun 21 19:23:57 +0000 2015	! Ebola outbreak: UK reservists to join Sierra Leone effort on http://t.co/IZXDY2i5hj	
Sun Jun 21 19:24:01 +0000 2015	‘Emerging Diseases’ takes on #MERS, #Ebola, more http://t.co/AOCjWVHj5C	
Sun Jun 21 19:24:13 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 19:24:14 +0000 2015	sur les site de streaming tu fais une erreur de clique t'as 4689954 pubs qui s'affiche+le sida et ebola qui rentre dans ton pc	
Sun Jun 21 19:24:23 +0000 2015	@AnanasKadse ok stimmt ich wünsch mir Ebola	
Sun Jun 21 19:24:27 +0000 2015	This morning until now we were able to release into triage for TANNENBAUM POISONING called YELLOW FEVER and #Ebola 1462 persons	
Sun Jun 21 19:24:29 +0000 2015	RT @KarimAbed59: @soumaaaan occupe toi d'ebola toi	
Sun Jun 21 19:25:01 +0000 2015	So by giving a reaction to their bs (Ebola, Shootings, 9/11, ect) we are biting the bait. If we are biting the bait, they eat our souls	
Sun Jun 21 19:25:06 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success: TORONTO -- New Ebola infections in ... http://t.co/Wxoa7WVOYQ	
Sun Jun 21 19:25:07 +0000 2015	@harrysatwell kys ebola lookin ass bitch	
Sun Jun 21 19:25:08 +0000 2015	Genome Studies Show How Ebola Spread Initially http://t.co/l9PuTmaVsQ	
Sun Jun 21 19:25:13 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 19:25:16 +0000 2015	Why #Ebola Won't Go Away In West Africa http://t.co/epZ383gp9Q	
Sun Jun 21 19:25:39 +0000 2015	! Ebola serum supply reaches Liberia on http://t.co/5jH8wQN5OK	
Sun Jun 21 19:25:45 +0000 2015	Enzo gave away $2000 to action aid ebola!! Well done!  https://t.co/2pqLXaG7qn	
Sun Jun 21 19:25:45 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success - http://t.co/0F7DF34iPh #ebola	
Sun Jun 21 19:25:52 +0000 2015	RT @YaBoiHeisenberg: WALT JR. GETS EBOLA.CAN WALK THE NEXT DAY	
Sun Jun 21 19:25:57 +0000 2015	RT @isabellewelchh: why kalani look like I have ebola http://t.co/l58UfHz5Ey	
Sun Jun 21 19:25:58 +0000 2015	Thousands of Liberians in 'post-Ebola syndrome' study http://t.co/GCB6YG46Vg #business	
Sun Jun 21 19:26:00 +0000 2015	J'aime une vidéo @YouTube de @howtobasic - How To Cure Ebola http://t.co/1bpXFrrHCP	
Sun Jun 21 19:26:25 +0000 2015	"ya fue que les de ebola" estilo de vida @luuzangeli	
Sun Jun 21 19:26:32 +0000 2015	UK Watch | Ebola volunteers to be rewarded – Kenyan President Uhuru Kenyatta - Empire State Tribune: Empire St... http://t.co/CNn2JC4nCm	
Sun Jun 21 19:26:34 +0000 2015	RT @YaBoiHeisenberg: EBOLA CAME FROM SKYLER WHITE	
Sun Jun 21 19:26:36 +0000 2015	RT @YaBoiHeisenberg: LOS POLLOS CURES EBOLA	
Sun Jun 21 19:26:39 +0000 2015	RT @WHO: The #Ebola outbreak in West Africa is not over yet. WHO Ebola situation report (17 June) http://t.co/fyWvlcSsEx http://t.co/XXlzAn…	
Sun Jun 21 19:26:40 +0000 2015	Enzo donates $1 to ebola aid for every matcha bag sold http://t.co/cYr5ePJ26o	
Sun Jun 21 19:26:44 +0000 2015	RT @Manu_bentancor: Me dan ebola los casados que se vieron hace 2 min y después twitean "lo/la extraño" 👎👎	
Sun Jun 21 19:26:47 +0000 2015	RT @malenacoroniti: "ya fue que les de ebola" estilo de vida @luuzangeli	
Sun Jun 21 19:26:49 +0000 2015	RT @mitch_hamalwa: Where are these stats from?"@ToxiqOfficial: "OVER 15,000 Luanshya residents infected withElephantiasis," tutineko AIDS …	
Sun Jun 21 19:26:56 +0000 2015	@Urii_Benitez maso menos tenia ebola, seguro q el tuyo esta igual asco	
Sun Jun 21 19:26:58 +0000 2015	PRO/EDR&gt; Vibrio vulnificus - USA: (FL)   http://t.co/Vqy7eSyB1F  #ebola #ebolaNinja	
Sun Jun 21 19:27:02 +0000 2015	RT @EbolaGC: Helping #Ebola survivors in Liberia to rebuild their lives one step at a time @allafrica http://t.co/FbgqnwfKcP	
Sun Jun 21 19:27:06 +0000 2015	Retweet to help young enzo fight ebola #fightebola #hope #socialcompany #matcha http://t.co/cYr5ePJ26o	
Sun Jun 21 19:27:11 +0000 2015	#Ebola #Newyearseve The E.C.B. is a lender of last resort, but it has also pushed Greece to the edge of defaul...  http://t.co/yuo7jDnijx	
Sun Jun 21 19:27:11 +0000 2015	#Ebola #Newyearseve Ahmed Mansour is one of many figures whose arrest and extradition Cairo has demanded. His ...  http://t.co/yuo7jDnijx	
Sun Jun 21 19:27:12 +0000 2015	#Ebola #Newyearseve The deal, if finalized, would combine two of the largest French mobile providers and oust ...  http://t.co/yuo7jDnijx	
Sun Jun 21 19:27:12 +0000 2015	#Ebola #Newyearseve Authorities have shown little interest in seriously regulating clandestine labs, turning C...  http://t.co/yuo7jDnijx	
Sun Jun 21 19:27:12 +0000 2015	#Ebola #Newyearseve A diverse gathering of mourners crowded beneath the church’s vaulted barrel roof only days...  http://t.co/yuo7jDnijx	
Sun Jun 21 19:27:26 +0000 2015	RT @9janewsmag: North Korea Claims Not To Only Have A Cure For AIDS, But Also CANCER &amp; EBOLA http://t.co/KJm81Avi8H via @agbosblog	
Sun Jun 21 19:28:17 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 19:28:20 +0000 2015	Ebola: Nigerian Presents Experimental Vaccine At Scientific Conference In France - A Nigerian... http://t.co/JOh0dR9g4i #News	
Sun Jun 21 19:28:26 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success: TORONTO -- New Ebola infections in ... http://t.co/2m15aQwCdp	
Sun Jun 21 19:28:26 +0000 2015	RT @DawgzFr: Kim Jong-un prétend avoir trouvé le remède contre le sida, ebola, le cancer etc... ⇩http://t.co/NKQUbUkNL1 http://t.co/TEIDUe…	
Sun Jun 21 19:28:29 +0000 2015	In setback for potential Ebola drug, company halts trial: http://t.co/qTmftgyjoc, Via @GretchenVogel1, @kakape, @NewsfromScience	
